id,sid,sex,cycle,childs,childbirth,dob,deadwood_days,pregancy_days,group_id,group_past,event,milking_days,date,remark
4133,4133,F,1,MA,1,4/18/2020,0,0,3,3,МАСТИТ,137,7/1/2022,КМ3_3
4133,4133,F,1,MA,1,4/18/2020,0,0,8,3,ПЕРЕВОД,137,7/1/2022,F008T003
4140,4140,F,1,FA,1,4/18/2020,0,49,8,9,ОСЕМЕН,164,7/1/2022,1H15132
4140,4140,F,1,FA,1,4/18/2020,0,49,8,9,НА_СХЕМУ,164,7/1/2022,9
4149,4149,F,1,MA,1,4/19/2020,0,49,8,12,НА_СХЕМУ,130,7/1/2022,9
4149,4149,F,1,MA,1,4/19/2020,0,49,8,12,ОСЕМЕН,130,7/1/2022,1H15184
4193,4193,F,1,MA,1,4/23/2020,0,49,8,8,ОСЕМЕН,134,7/1/2022,1H15184
4193,4193,F,1,MA,1,4/23/2020,0,49,8,8,НА_СХЕМУ,134,7/1/2022,9
4238,4238,F,1,FA,1,4/28/2020,0,0,8,2,НА_СХЕМУ,135,7/1/2022,9
4238,4238,F,1,FA,1,4/28/2020,0,0,8,2,ОСЕМЕН,135,7/1/2022,1H15184
4247,4247,F,1,FA,1,4/28/2020,0,0,9,12,ОСЕМЕН,95,7/1/2022,1H15184
4247,4247,F,1,FA,1,4/28/2020,0,0,9,12,НА_СХЕМУ,95,7/1/2022,9
4249,4249,F,1,FA,1,4/29/2020,0,0,8,8,ОСЕМЕН,96,7/1/2022,1H15184
4249,4249,F,1,FA,1,4/29/2020,0,0,8,8,НА_СХЕМУ,96,7/1/2022,9
5057,5057,F,1,FA,1,5/9/2020,0,0,6,6,ОСЕМЕН,141,7/1/2022,1H15689
5057,5057,F,1,FA,1,5/9/2020,0,0,5,6,НА_СХЕМУ,141,7/1/2022,9
5057,5057,F,1,FA,1,5/9/2020,0,0,6,6,ПЕРЕВОД,141,7/1/2022,F006T005
5096,5096,F,1,FA,1,5/12/2020,0,49,8,12,ОСЕМЕН,99,7/1/2022,1H15184
5096,5096,F,1,FA,1,5/12/2020,0,49,8,12,НА_СХЕМУ,99,7/1/2022,9
5111,5111,F,1,FA,1,5/15/2020,0,0,9,9,ОСЕМЕН,59,7/1/2022,501H14018
5111,5111,F,1,FA,1,5/15/2020,0,0,9,9,НА_СХЕМУ,59,7/1/2022,13
5118,5118,F,1,MA,1,5/15/2020,0,49,9,9,ОСЕМЕН,61,7/1/2022,501H14018
5118,5118,F,1,MA,1,5/15/2020,0,49,9,9,НА_СХЕМУ,61,7/1/2022,13
5120,5120,F,1,FA,1,5/16/2020,0,0,8,8,ОСЕМЕН,132,7/1/2022,1H15132
5120,5120,F,1,FA,1,5/16/2020,0,0,8,8,НА_СХЕМУ,132,7/1/2022,9
5138,5138,F,1,FA,1,5/18/2020,0,49,9,2,ОСЕМЕН,135,7/1/2022,1H15132
5138,5138,F,1,FA,1,5/18/2020,0,49,9,2,НА_СХЕМУ,135,7/1/2022,9
5143,5143,F,1,FA,1,5/19/2020,0,0,12,8,ЗДОРОВА,114,7/1/2022,ХРОМОТА
5144,5144,F,1,MA,1,5/19/2020,0,50,9,8,НА_СХЕМУ,121,7/1/2022,9
5144,5144,F,1,MA,1,5/19/2020,0,50,8,8,ПЕРЕВОД,121,7/1/2022,F008T009
5146,5146,F,1,FA,1,5/19/2020,0,0,9,7,НА_СХЕМУ,130,7/1/2022,9
5146,5146,F,1,FA,1,5/19/2020,0,0,9,7,ОСЕМЕН,130,7/1/2022,1H15132
5152,5152,F,1,MA,1,5/20/2020,0,0,12,12,ЗДОРОВА,108,7/1/2022,ХРОМОТА
5154,5154,F,1,FA,1,5/20/2020,0,119,6,6,ПЕРЕВОД,131,7/1/2022,F006T007
5170,5170,F,1,MA,1,5/21/2020,0,0,8,8,ОСЕМЕН,99,7/1/2022,1H15689
5170,5170,F,1,MA,1,5/21/2020,0,0,8,8,НА_СХЕМУ,99,7/1/2022,9
5195,5195,F,1,FA,1,5/25/2020,0,0,10,9,ОСЕМЕН,137,7/1/2022,1H15689
5195,5195,F,1,FA,1,5/25/2020,0,0,10,9,НА_СХЕМУ,137,7/1/2022,9
6001,6001,F,1,FA,1,6/1/2020,0,50,9,9,НА_СХЕМУ,106,7/1/2022,9
6016,6016,F,1,FA,1,6/3/2020,0,0,9,9,НА_СХЕМУ,65,7/1/2022,13
6016,6016,F,1,FA,1,6/3/2020,0,0,9,9,ОСЕМЕН,65,7/1/2022,501H14018
6024,6024,F,1,FA,1,6/4/2020,0,0,8,3,ОСЕМЕН,97,7/1/2022,1H15689
6024,6024,F,1,FA,1,6/4/2020,0,0,8,3,НА_СХЕМУ,97,7/1/2022,9
6030,6030,F,1,MD,1,6/5/2020,0,0,8,8,НА_СХЕМУ,96,7/1/2022,9
6030,6030,F,1,MD,1,6/5/2020,0,0,8,8,ОСЕМЕН,96,7/1/2022,1H15689
6033,6033,F,1,MA,3,6/5/2020,0,50,9,9,НА_СХЕМУ,59,7/1/2022,13
6046,6046,F,1,FA,1,6/6/2020,0,0,9,9,ОСЕМЕН,60,7/1/2022,501H14018
6046,6046,F,1,FA,1,6/6/2020,0,0,9,9,НА_СХЕМУ,60,7/1/2022,13
6050,6050,F,1,MD,1,6/7/2020,0,49,10,9,ОСЕМЕН,61,7/1/2022,1H15689
6050,6050,F,1,MD,1,6/7/2020,0,49,10,9,НА_СХЕМУ,61,7/1/2022,13
6060,6060,F,1,FA,1,6/8/2020,0,49,9,9,НА_СХЕМУ,65,7/1/2022,13
6060,6060,F,1,FA,1,6/8/2020,0,49,9,9,ОСЕМЕН,65,7/1/2022,501H14018
6089,6089,F,1,FA,1,6/12/2020,0,49,8,8,НА_СХЕМУ,96,7/1/2022,9
6089,6089,F,1,FA,1,6/12/2020,0,49,8,8,ОСЕМЕН,96,7/1/2022,1H15689
6098,6098,F,1,FA,1,6/12/2020,0,49,8,8,ОСЕМЕН,97,7/1/2022,1H15689
6098,6098,F,1,FA,1,6/12/2020,0,49,8,8,НА_СХЕМУ,97,7/1/2022,9
6127,6127,F,1,FA,1,6/15/2020,0,0,8,3,НА_СХЕМУ,64,7/1/2022,13
6127,6127,F,1,FA,1,6/15/2020,0,0,8,3,ОСЕМЕН,64,7/1/2022,501H14018
6157,6157,F,1,MA,1,6/17/2020,0,49,9,9,ОСЕМЕН,65,7/1/2022,501H14018
6157,6157,F,1,MA,1,6/17/2020,0,49,9,9,НА_СХЕМУ,65,7/1/2022,13
6187,6187,F,1,FA,1,6/21/2020,0,49,9,9,ОСЕМЕН,60,7/1/2022,501H14018
6187,6187,F,1,FA,1,6/21/2020,0,49,9,9,НА_СХЕМУ,60,7/1/2022,13
6194,6194,F,1,FA,1,6/22/2020,0,49,9,9,ОСЕМЕН,63,7/1/2022,501H14018
6194,6194,F,1,FA,1,6/22/2020,0,49,9,9,НА_СХЕМУ,63,7/1/2022,13
6203,6203,F,1,FA,1,6/23/2020,0,0,9,8,НА_СХЕМУ,59,7/1/2022,13
6203,6203,F,1,FA,1,6/23/2020,0,0,9,8,ОСЕМЕН,59,7/1/2022,501H14018
6214,6214,F,1,FA,1,6/24/2020,0,0,1,1,НА_СХЕМУ,62,7/1/2022,13
6214,6214,F,1,FA,1,6/24/2020,0,0,1,1,БОЛЕЗНЬ,62,7/1/2022,АБС1
6214,6214,F,1,FA,1,6/24/2020,0,0,9,1,ПЕРЕВОД,62,7/1/2022,F009T001
6214,6214,F,1,FA,1,6/24/2020,0,0,9,1,ОСЕМЕН,62,7/1/2022,1H15132
6266,6266,F,1,FA,1,6/30/2020,0,49,9,9,ОСЕМЕН,63,7/1/2022,501H14018
6266,6266,F,1,FA,1,6/30/2020,0,49,9,9,НА_СХЕМУ,63,7/1/2022,13
7002,7002,F,1,FA,1,7/1/2020,0,0,9,9,ОСЕМЕН,65,7/1/2022,501H14018
7002,7002,F,1,FA,1,7/1/2020,0,0,9,9,НА_СХЕМУ,65,7/1/2022,13
7010,7010,F,1,FA,1,7/2/2020,0,0,9,9,НА_СХЕМУ,64,7/1/2022,13
7015,7015,F,1,FA,1,7/3/2020,0,0,9,10,ОСЕМЕН,59,7/1/2022,501H14018
7015,7015,F,1,FA,1,7/3/2020,0,0,9,10,НА_СХЕМУ,59,7/1/2022,13
7017,7017,F,1,FA,1,7/3/2020,0,49,9,9,ОСЕМЕН,65,7/1/2022,501H14018
7017,7017,F,1,FA,1,7/3/2020,0,49,9,9,НА_СХЕМУ,65,7/1/2022,13
7023,7023,F,1,FA,1,7/5/2020,0,0,1,1,ОСЕМЕН,79,7/1/2022,1H15132
7023,7023,F,1,FA,1,7/5/2020,0,0,1,1,НА_СХЕМУ,79,7/1/2022,13
7033,7033,F,1,FD,3,7/6/2020,0,49,8,12,ОСЕМЕН,65,7/1/2022,501H14018
7033,7033,F,1,FD,3,7/6/2020,0,49,8,12,НА_СХЕМУ,65,7/1/2022,13
7053,7053,F,1,FA,1,7/10/2020,0,0,8,9,НА_СХЕМУ,61,7/1/2022,13
7053,7053,F,1,FA,1,7/10/2020,0,0,8,9,ОСЕМЕН,61,7/1/2022,501H14018
7054,7054,F,1,FA,1,7/10/2020,0,49,9,9,ОСЕМЕН,62,7/1/2022,501H14018
7054,7054,F,1,FA,1,7/10/2020,0,49,9,9,НА_СХЕМУ,62,7/1/2022,13
7072,7072,F,1,FA,1,7/11/2020,0,50,9,9,НА_СХЕМУ,64,7/1/2022,13
7185,7185,F,1,FA,1,7/24/2020,0,49,8,9,ОСЕМЕН,59,7/1/2022,501H14018
7185,7185,F,1,FA,1,7/24/2020,0,49,8,9,НА_СХЕМУ,59,7/1/2022,13
7190,7190,F,1,FA,1,7/25/2020,0,0,2,8,МЕТРИТ,17,7/1/2022,Э3
8002,8002,F,1,FA,1,8/1/2020,0,0,44,8,ПЕРЕВОД,1,7/1/2022,F044T021
8043,8043,F,1,FA,1,8/6/2020,0,0,2,2,РАСЧКОП,8,7/1/2022,РДК
8043,8043,F,1,FA,1,8/6/2020,0,0,21,2,ПЕРЕВОД,8,7/1/2022,F021T002
8077,8077,F,1,FA,1,8/11/2020,0,0,2,1,РАСЧКОП,8,7/1/2022,РДК
8077,8077,F,1,FA,1,8/11/2020,0,0,21,1,ПЕРЕВОД,8,7/1/2022,F021T002
8136,8136,F,1,FA,1,8/17/2020,0,0,44,8,ПЕРЕВОД,0,7/1/2022,F044T021
8136,8136,F,1,FA,1,8/17/2020,0,0,18,8,ОТЕЛ,0,7/1/2022,-
8144,8144,F,1,FD,1,8/17/2020,0,0,2,43,НЕОСЕМ,23,7/1/2022,ВЫМЯ
8153,8153,F,1,FA,1,8/19/2020,0,0,2,9,МЕТРИТ,17,7/1/2022,Э3
8214,-,F,1,MA,1,8/24/2020,0,0,44,18,ПРОДАНА,2,7/1/2022,ПРОДАНА ; Прочее ; УВЗ7
8227,8227,F,1,FA,1,8/26/2020,0,0,21,2,ПЕРЕВОД,8,7/1/2022,F021T002
8255,8255,F,1,MA,1,8/28/2020,0,0,2,9,РАСЧКОП,7,7/1/2022,РДК
8255,8255,F,1,MA,1,8/28/2020,0,0,21,9,ПЕРЕВОД,7,7/1/2022,F021T002
8261,8261,F,1,FA,1,8/29/2020,0,0,2,8,РАСЧКОП,9,7/1/2022,РДК
8261,8261,F,1,FA,1,8/29/2020,0,0,21,8,ПЕРЕВОД,9,7/1/2022,F021T002
8275,8275,F,1,FA,1,8/30/2020,0,0,2,2,РАСЧКОП,7,7/1/2022,РДК
8275,8275,F,1,FA,1,8/30/2020,0,0,21,2,ПЕРЕВОД,7,7/1/2022,F021T002
8283,8283,F,1,FA,1,8/31/2020,0,0,2,1,ПЕРЕВОД,16,7/1/2022,F002T001
9058,9058,F,1,FA,1,9/10/2020,0,0,21,1,ПЕРЕВОД,8,7/1/2022,F021T002
9058,9058,F,1,FA,1,9/10/2020,0,0,2,1,РАСЧКОП,8,7/1/2022,РДК
9082,9082,F,1,FA,1,9/11/2020,0,0,44,9,ПЕРЕВОД,1,7/1/2022,F044T021
9092,9092,F,1,FA,1,9/12/2020,0,0,44,8,ПЕРЕВОД,1,7/1/2022,F044T021
20475,10196845220475,F,0,,0,3/21/2021,0,138,46,46,БОЛЕЗНЬ,467,7/1/2022,СУСТАВ
20475,10196845220475,F,0,,0,3/21/2021,0,138,46,46,БОЛЕЗНЬ,467,7/1/2022,ТОЩ
20642,11041702020642,F,0,,0,4/19/2021,0,0,30,30,ОСЕМЕН,438,7/1/2022,1H15461
20756,11043747320756,F,0,,0,5/10/2021,0,49,30,28,ОСЕМЕН,417,7/1/2022,1H15461
20777,11044109520777,F,0,,0,5/14/2021,0,0,24,30,ПЕРЕВОД,413,7/1/2022,F024T030
20777,11044109520777,F,0,,0,5/14/2021,0,0,30,30,ОСЕМЕН,413,7/1/2022,501H15515
20918,11046512820918,F,0,,0,6/5/2021,0,49,30,28,ОСЕМЕН,391,7/1/2022,501H15515
20918,11046512820918,F,0,,0,6/5/2021,0,49,24,28,ПЕРЕВОД,391,7/1/2022,F024T030
20926,11046601920926,F,0,,0,6/7/2021,0,49,24,28,ОСЕМЕН,389,7/1/2022,501H15515
20928,11046621720928,F,0,,0,6/7/2021,0,0,30,30,ОСЕМЕН,389,7/1/2022,501H15515
20928,11046621720928,F,0,,0,6/7/2021,0,0,24,30,ПЕРЕВОД,389,7/1/2022,F024T030
20950,11047169620950,F,0,,0,6/10/2021,0,49,24,28,ОСЕМЕН,386,7/1/2022,501H15515
20967,11047537420967,F,0,,0,6/14/2021,0,49,24,28,ОСЕМЕН,382,7/1/2022,1H15461
21621,11069595521621,F,0,,0,10/4/2021,0,0,34,34,ПРОДАНА,270,7/1/2022,ПРОДАНА ; Травмы ; УВЗ5
22628,13897147922628,F,0,,0,4/2/2022,0,0,38,38,ВАКЦИН,90,7/1/2022,КОГЛАВАК
22629,13897388922629,F,0,,0,4/2/2022,0,0,38,38,ВАКЦИН,90,7/1/2022,КОГЛАВАК
22630,13897403622630,F,0,,0,4/4/2022,0,0,38,38,ВАКЦИН,88,7/1/2022,КОГЛАВАК
22631,13897586822631,F,0,,0,4/4/2022,0,0,38,38,ВАКЦИН,88,7/1/2022,КОГЛАВАК
22632,13897648622632,F,0,,0,4/4/2022,0,0,38,38,ВАКЦИН,88,7/1/2022,КОГЛАВАК
22633,13897711222633,F,0,,0,4/4/2022,0,0,38,38,ВАКЦИН,88,7/1/2022,КОГЛАВАК
22634,13897722922634,F,0,,0,4/4/2022,0,0,38,38,ВАКЦИН,88,7/1/2022,КОГЛАВАК
22635,13898222922635,F,0,,0,4/4/2022,0,0,38,38,ВАКЦИН,88,7/1/2022,КОГЛАВАК
22636,13898279922636,F,0,,0,4/5/2022,0,0,38,38,ВАКЦИН,87,7/1/2022,КОГЛАВАК
22637,13898380522637,F,0,,0,4/5/2022,0,0,38,38,ВАКЦИН,87,7/1/2022,КОГЛАВАК
22638,13898726922638,F,0,,0,4/5/2022,0,0,38,38,ВАКЦИН,87,7/1/2022,КОГЛАВАК
22640,13899196422640,F,0,,0,4/5/2022,0,0,38,38,ВАКЦИН,87,7/1/2022,КОГЛАВАК
22646,13899859722646,F,0,,0,4/7/2022,0,0,38,38,ВАКЦИН,85,7/1/2022,КОГЛАВАК
22749,13917220022749,F,0,,0,4/29/2022,0,0,16,38,ВАКЦИН,63,7/1/2022,КОГЛАВАК
22750,13917306722750,F,0,,0,4/29/2022,0,0,16,38,ВАКЦИН,63,7/1/2022,КОГЛАВАК
22751,13917310922751,F,0,,0,4/29/2022,0,0,16,38,ВАКЦИН,63,7/1/2022,КОГЛАВАК
22752,13917328122752,F,0,,0,4/29/2022,0,0,16,38,ВАКЦИН,63,7/1/2022,КОГЛАВАК
22753,13917513822753,F,0,,0,4/29/2022,0,0,16,38,ВАКЦИН,63,7/1/2022,КОГЛАВАК
22754,13917827222754,F,0,,0,4/30/2022,0,0,16,38,ВАКЦИН,62,7/1/2022,КОГЛАВАК
22755,13917875122755,F,0,,0,4/30/2022,0,0,16,38,ВАКЦИН,62,7/1/2022,КОГЛАВАК
22756,13918916222756,F,0,,0,4/30/2022,0,0,16,38,ВАКЦИН,62,7/1/2022,КОГЛАВАК
22757,13919220822757,F,0,,0,4/30/2022,0,0,16,38,ВАКЦИН,62,7/1/2022,КОГЛАВАК
22758,13919298421758,F,0,,0,4/30/2022,0,0,16,38,ВАКЦИН,62,7/1/2022,КОГЛАВАК
22759,13919444422759,F,0,,0,5/1/2022,0,0,16,38,ВАКЦИН,61,7/1/2022,КОГЛАВАК
22760,13919521922760,F,0,,0,5/1/2022,0,0,16,38,ВАКЦИН,61,7/1/2022,КОГЛАВАК
22762,13919727222762,F,0,,0,5/1/2022,0,0,16,38,ВАКЦИН,61,7/1/2022,КОГЛАВАК
22763,13919758722763,F,0,,0,5/1/2022,0,0,16,38,ВАКЦИН,61,7/1/2022,КОГЛАВАК
22764,13919828822764,F,0,,0,5/2/2022,0,0,16,38,ВАКЦИН,60,7/1/2022,КОГЛАВАК
22765,13920016722765,F,0,,0,5/2/2022,0,0,16,38,ВАКЦИН,60,7/1/2022,КОГЛАВАК
22766,13920205622766,F,0,,0,5/2/2022,0,0,16,38,ВАКЦИН,60,7/1/2022,КОГЛАВАК
22767,13920251022767,F,0,,0,5/2/2022,0,0,16,38,ВАКЦИН,60,7/1/2022,КОГЛАВАК
22768,13920407822768,F,0,,0,5/2/2022,0,0,16,38,ВАКЦИН,60,7/1/2022,КОГЛАВАК
22769,13920436722769,F,0,,0,5/2/2022,0,0,16,38,ВАКЦИН,60,7/1/2022,КОГЛАВАК
22770,13920612322770,F,0,,0,5/2/2022,0,0,16,38,ВАКВИРУС,60,7/1/2022,ВИСТА
22770,13920612322770,F,0,,0,5/2/2022,0,0,16,38,ВАКЦИН,60,7/1/2022,ЛЕПТО
22771,13920624822771,F,0,,0,5/3/2022,0,0,16,38,ВАКЦИН,59,7/1/2022,КОГЛАВАК
22772,13921209722772,F,0,,0,5/3/2022,0,0,16,38,ВАКЦИН,59,7/1/2022,КОГЛАВАК
22773,13921389722773,F,0,,0,5/3/2022,0,0,16,38,ВАКЦИН,59,7/1/2022,КОГЛАВАК
22774,13921592622774,F,0,,0,5/3/2022,0,0,16,38,ВАКЦИН,59,7/1/2022,КОГЛАВАК
22775,13921767422775,F,0,,0,5/3/2022,0,0,16,38,ВАКЦИН,59,7/1/2022,КОГЛАВАК
22776,13921880522776,F,0,,0,5/3/2022,0,0,16,38,ВАКЦИН,59,7/1/2022,КОГЛАВАК
22777,13922113022777,F,0,,0,5/3/2022,0,0,16,38,ВАКЦИН,59,7/1/2022,КОГЛАВАК
22778,13922143722778,F,0,,0,5/4/2022,0,0,16,38,ВАКВИРУС,58,7/1/2022,ВИСТА
22778,13922143722778,F,0,,0,5/4/2022,0,0,16,38,ВАКЦИН,58,7/1/2022,ЛЕПТО
22778,13922143722778,F,0,,0,5/4/2022,0,0,16,38,ВАКЦИН,58,7/1/2022,КОГЛАВАК
22779,13922156922779,F,0,,0,5/4/2022,0,0,16,38,ВАКЦИН,58,7/1/2022,КОГЛАВАК
22780,13922203922780,F,0,,0,5/4/2022,0,0,16,38,ВАКЦИН,58,7/1/2022,КОГЛАВАК
22781,13922491022781,F,0,,0,5/4/2022,0,0,16,38,ВАКЦИН,58,7/1/2022,КОГЛАВАК
22782,13923720122782,F,0,,0,5/4/2022,0,0,16,38,ВАКЦИН,58,7/1/2022,КОГЛАВАК
22783,13924110422783,F,0,,0,5/5/2022,0,0,16,38,ВАКЦИН,57,7/1/2022,КОГЛАВАК
22784,13924908122784,F,0,,0,5/5/2022,0,0,16,38,ВАКЦИН,57,7/1/2022,КОГЛАВАК
22785,13924913122785,F,0,,0,5/5/2022,0,0,16,38,ВАКЦИН,57,7/1/2022,КОГЛАВАК
22786,13924920622786,F,0,,0,5/5/2022,0,0,16,38,ВАКЦИН,57,7/1/2022,КОГЛАВАК
22786,13924920622786,F,0,,0,5/5/2022,0,0,16,38,ВАКЦИН,57,7/1/2022,ЛЕПТО
22786,13924920622786,F,0,,0,5/5/2022,0,0,16,38,ВАКВИРУС,57,7/1/2022,ВИСТА
22787,13924946122787,F,0,,0,5/5/2022,0,0,16,38,ВАКЦИН,57,7/1/2022,КОГЛАВАК
22788,13924993322788,F,0,,0,5/6/2022,0,0,16,38,ВАКВИРУС,56,7/1/2022,ВИСТА
22788,13924993322788,F,0,,0,5/6/2022,0,0,16,38,ВАКЦИН,56,7/1/2022,ЛЕПТО
22792,13925456022792,F,0,,0,5/6/2022,0,0,16,38,ВАКВИРУС,56,7/1/2022,ВИСТА
22792,13925456022792,F,0,,0,5/6/2022,0,0,16,38,ВАКЦИН,56,7/1/2022,ЛЕПТО
22795,13925791022795,F,0,,0,5/7/2022,0,0,16,38,ВАКЦИН,55,7/1/2022,ЛЕПТО
22795,13925791022795,F,0,,0,5/7/2022,0,0,16,38,ВАКВИРУС,55,7/1/2022,ВИСТА
22800,13927136622800,F,0,,0,5/8/2022,0,0,16,38,ВАКВИРУС,54,7/1/2022,ВИСТА
22800,13927136622800,F,0,,0,5/8/2022,0,0,16,38,ВАКЦИН,54,7/1/2022,ЛЕПТО
22810,13929366722810,F,0,,0,5/10/2022,0,0,16,38,ВАКВИРУС,52,7/1/2022,ВИСТА
22810,13929366722810,F,0,,0,5/10/2022,0,0,16,38,ВАКЦИН,52,7/1/2022,ЛЕПТО
22817,16315553522817,F,0,,0,5/12/2022,0,0,16,38,ВАКВИРУС,50,7/1/2022,ВИСТА
22817,16315553522817,F,0,,0,5/12/2022,0,0,16,38,ВАКЦИН,50,7/1/2022,ЛЕПТО
22820,16316222622820,F,0,,0,5/12/2022,0,0,16,38,ВАКВИРУС,50,7/1/2022,ВИСТА
22820,16316222622820,F,0,,0,5/12/2022,0,0,16,38,ВАКЦИН,50,7/1/2022,ЛЕПТО
22826,16317397522826,F,0,,0,5/13/2022,0,0,16,38,ВАКВИРУС,49,7/1/2022,ВИСТА
22826,16317397522826,F,0,,0,5/13/2022,0,0,16,38,ВАКЦИН,49,7/1/2022,ЛЕПТО
22828,16317542622828,F,0,,0,5/13/2022,0,0,16,38,ВАКВИРУС,49,7/1/2022,ВИСТА
22828,16317542622828,F,0,,0,5/13/2022,0,0,16,38,ВАКЦИН,49,7/1/2022,ЛЕПТО
22829,16317542622829,F,0,,0,5/13/2022,0,0,16,38,ВАКВИРУС,49,7/1/2022,ВИСТА
22829,16317542622829,F,0,,0,5/13/2022,0,0,16,38,ВАКЦИН,49,7/1/2022,ЛЕПТО
22830,16317917022830,F,0,,0,5/13/2022,0,0,16,38,ВАКЦИН,49,7/1/2022,ЛЕПТО
22830,16317917022830,F,0,,0,5/13/2022,0,0,16,38,ВАКВИРУС,49,7/1/2022,ВИСТА
22831,16317917022831,F,0,,0,5/13/2022,0,0,16,38,ВАКВИРУС,49,7/1/2022,ВИСТА
22831,16317917022831,F,0,,0,5/13/2022,0,0,16,38,ВАКЦИН,49,7/1/2022,ЛЕПТО
22833,16318748822833,F,0,,0,5/14/2022,0,0,16,38,ВАКВИРУС,48,7/1/2022,ВИСТА
22833,16318748822833,F,0,,0,5/14/2022,0,0,16,38,ВАКЦИН,48,7/1/2022,ЛЕПТО
22834,16319106822834,F,0,,0,5/14/2022,0,0,16,38,ВАКВИРУС,48,7/1/2022,ВИСТА
22834,16319106822834,F,0,,0,5/14/2022,0,0,16,38,ВАКЦИН,48,7/1/2022,ЛЕПТО
22835,16319261122835,F,0,,0,5/14/2022,0,0,16,38,ВАКВИРУС,48,7/1/2022,ВИСТА
22835,16319261122835,F,0,,0,5/14/2022,0,0,16,38,ВАКЦИН,48,7/1/2022,ЛЕПТО
22837,16319321322837,F,0,,0,5/14/2022,0,0,16,38,ВАКВИРУС,48,7/1/2022,ВИСТА
22837,16319321322837,F,0,,0,5/14/2022,0,0,16,38,ВАКЦИН,48,7/1/2022,ЛЕПТО
22838,16319356922838,F,0,,0,5/14/2022,0,0,16,38,ВАКВИРУС,48,7/1/2022,ВИСТА
22838,16319356922838,F,0,,0,5/14/2022,0,0,16,38,ВАКЦИН,48,7/1/2022,ЛЕПТО
22839,16319387422839,F,0,,0,5/15/2022,0,0,16,38,ВАКВИРУС,47,7/1/2022,ВИСТА
22839,16319387422839,F,0,,0,5/15/2022,0,0,16,38,ВАКЦИН,47,7/1/2022,ЛЕПТО
22840,16319402122840,F,0,,0,5/15/2022,0,0,16,38,ВАКВИРУС,47,7/1/2022,ВИСТА
22840,16319402122840,F,0,,0,5/15/2022,0,0,16,38,ВАКЦИН,47,7/1/2022,ЛЕПТО
